facility_name,facility_type,address,city,county,state,zip,capacity,latitude,longitude,other_details,phone_number
Mfi Recovery Center,RES-DETOX,2220 Girard Street,SAN JACINTO,Riverside County,CA,92583,29,33.76469588,-116.9545812,Women Only,(951) 925-8450 
"Palm Springs Treatment Centers, Llc",RES-DETOX,1910 South Camino Real,PALM SPRINGS,Riverside County,CA,92264,60,33.79725,-116.5390925,Co-Ed,(760) 320-3433 
Mfi Recovery Center,NON,950 North State Street,HEMET,Riverside County,CA,92543,0,33.763266,-116.971792,Co-Ed,(951) 683-6596 
"Soroptimist House Of Hope, Inc.",RES,13525 Cielo Azul Way,DESERT HOT SPRINGS,Riverside County,CA,92240,6,33.9504783,-116.4811307,Women Only,(760) 329-4673 
Mfi Recovery Center,NON,24885 Whitewood Road,MURRIETA,Riverside County,CA,92563,0,33.57793717,-117.1789146,Youth/Adolescent,(951) 683-6596 
"Palm Springs Treatment Centers, Llc",NON,515 North Palm Canyon Drive,PALM SPRINGS,Riverside County,CA,92262,0,33.83064,-116.547525,Dual Diagnosis,(760) 318-1010 
The Coptic Foundation For Social Justice,RES,1189 S Santa Fe,SAN JACINTO,Riverside County,CA,92583,6,33.77585482,-116.9631735,Men Only,(714) 609-8849 
Mfi Recovery Center,RES-DETOX,10001 County Farm Road,RIVERSIDE,Riverside County,CA,92503,54,33.92019892,-117.4576456,Co-Ed,(651) 683-6596 
So Cal Recovery Centers Dp Llc,NON,44267 Monterey Avenue,PALM DESERT,Riverside County,CA,92260,0,33.72667723,-116.3912763,Men Only,(760) 423-6417 
Living Longer Recovery,RES-DETOX,68257 Calle Azteca,DESERT HOT SPRINGS,Riverside County,CA,92240,6,33.95259116,-116.4706849,Co-Ed,(760) 894-3182 
"Varp, Inc.",RES,9826 18Th Avenue,BLYTHE,Riverside County,CA,92225,20,33.57424243,-114.5842968,Men Only,(760) 922-8625 
"Pacifica Recovery, Inc.",RES-DETOX,74200 Fairway Drive,PALM DESERT,Riverside County,CA,92260,6,33.71462952,-116.370306,Co-Ed,(760) 318-0626 
"Pacifica Recovery, Inc.",NON,74050 Alessandro Drive,PALM DESERT,Riverside County,CA,92260,0,33.72203275,-116.372695,Co-Ed,(909) 519-6618 
Bella Monte Recovery Ii Llc,RES-DETOX,68111 Calle Las Tiendas,DESERT HOT SPRINGS,Riverside County,CA,92240,38,33.952374,-116.4737835,Co-Ed,(760) 676-5125 
"Pacifica Recovery, Inc.",RES-DETOX,280 East Mel Avenue,PALM SPRINGS,Riverside County,CA,92262,14,33.84078549,-116.544607,Co-Ed,(760) 318-0626 
"Riverside County Latino Commission On Alcohol And Drug Abuse Services, Inc.",RES,83844 Hopi Avenue,INDIO,Riverside County,CA,92203,7,33.73345336,-116.2020457,Men Only,(760) 347-9442 
Private Solution Detox Corp.,RES-DETOX,72-301 Country Club Drive,RANCHO MIRAGE,Riverside County,CA,92270,8,33.68692516,-116.4073481,Co-Ed,(760) 895-4497 
"Vital Treatment And Recovery Centers, Inc",RES-DETOX,10467 Morning Ridge Drive,MORENO VALLEY,Riverside County,CA,92557,6,33.96891766,-117.2322591,Co-Ed,(562) 644-2089 
"Riverside County Latino Commission On Alcohol And Drug Abuse Services, Inc.",RES,83385 Rosa Avenue,THERMAL,Riverside County,CA,92274,6,33.64846871,-116.2093472,Women Only,(760) 398-2008 
"Community Solutions, Inc.",NON-DETOX,41877 North Enterprise Circle,TEMECULA,Riverside County,CA,92590,0,33.516666,-117.169803,Co-Ed,(951) 719-3685 
"Riverside County Latino Commission On Alcohol And Drug Abuse Services, Inc.",NON,1612 First Street,COACHELLA,Riverside County,CA,92236,0,33.683148,-116.1782415,Youth/Adolescent,(760) 398-9000 
"Riverside County Latino Commission On Alcohol And Drug Abuse Services, Inc.",DSS,43485 Hollyhock St.,INDIO,Riverside County,CA,92201,0,33.73268494,-116.2444914,Youth/Adolescent,(760) 619-2860 
"Riverside County Latino Commission On Alcohol And Drug Abuse Services, Inc.",DSS, 50173 Calle Marabella,COACHELLA,Riverside County,CA,92236,0,33.683355,-116.198145,Youth/Adolescent,(760) 619-2862 
"10 Acre Ranch, Inc.",NON-DETOX,4175 Brockton Ave.,RIVERSIDE,Riverside County,CA,92501,0,33.98047317,-117.3816843,Co-Ed,(877) 228-4679 
California Behavioral Health Llc,RES-DETOX,37066 Bankside Drive,CATHEDRAL CITY,Riverside County,CA,92234,30,33.77931948,-116.4706329,Co-Ed,(760) 459-3736 
The High Road Program,NON,3579 Arlington Avenue,RIVERSIDE,Riverside County,CA,92506,0,33.946749,-117.3915,Co-Ed,(951) 781-6762 
"Harry L. Haroutunian, M.D. A Professional Corporation",NON,41750 Rancho Las Palmas Drive,RANCHO MIRAGE,Riverside County,CA,92270,0,33.743673,-116.4105315,Co-Ed,(760) 674-0005 
"10 Acre Ranch, Inc.",RES-DETOX,8605 Janet St.,RIVERSIDE,Riverside County,CA,92503,18,33.94172452,-117.465237,Co-Ed,(951) 602-7796 
"Sober Living By The Sea, Inc.",RES-DETOX,6690 Limonite Frontage Road,RIVERSIDE,Riverside County,CA,92509,13,33.98450429,-117.4326531,Co-Ed,(951) 328-0146 
"Sober Living By The Sea, Inc.",RES-DETOX,6798 Limonite Frontage Road,RIVERSIDE,Riverside County,CA,92509,6,33.983316,-117.4323555,Co-Ed,(951) 328-0146 
"Sober Living By The Sea, Inc.",RES-DETOX,6770 Limonite Frontage Road,RIVERSIDE,Riverside County,CA,92509,6,33.98478229,-117.4322092,Co-Ed,(844) 214-0879 
Pes-Ebs.Inc.,NON,2060 Chicago Avenue,RIVERSIDE,Riverside County,CA,92507-2081,0,33.99284672,-117.3483382,Co-Ed,(530) 888-1010 
United States Veterans Initiative,RES,15105 6Th Street,MARCH ARB,Riverside County,CA,92518,12,33.89468007,-117.2470094,Men Only,(951) 999-9120 
"Creative Child And Family Services, Inc.",RES-DETOX,7049 Ohio River Drive,EASTVALE,Riverside County,CA,91752,6,33.95983869,-117.5566016,Co-Ed,(310) 946-2398 
C&C Homes Llc,NON,4136 10Th Street,RIVERSIDE,Riverside County,CA,92501,0,33.98230029,-117.3809207,Co-Ed,(714) 737-1492 
"Wchs, Inc.",NON,1330 North Indian Canyon Drive,PALM SPRINGS,Riverside County,CA,92262,0,33.841422,-116.5451895,Co-Ed,(760) 322-9065 
"Ranch Creek Recovery, Inc.",RES-DETOX,25650 Bass Point,MURRIETA,Riverside County,CA,92562,6,33.533794,-117.2086002,Co-Ed,(951) 676-9200 
"Ranch Creek Recovery, Inc.",NON,43264 Business Park Drive,TEMECULA,Riverside County,CA,92590,0,33.50062601,-117.1655339,Co-Ed,(951) 696-9200 
"Wchs, Inc.",NON-DETOX,40700 California Oaks Road,MURRIETA,Riverside County,CA,92562,0,33.57064067,-117.2044851,Co-Ed,(951) 894-5072 
"Ranch Creek Recovery, Inc.",RES-DETOX,36702 Doreen Drive,MURRIETA,Riverside County,CA,92563,6,33.58494392,-117.175899,Co-Ed,(951) 696-9200 
"Physicians For Healthy Hospitals, Inc.",RES,371 North Weston Place,HEMET,Riverside County,CA,92543,16,33.75245471,-116.9597821,Co-Ed,(951) 765-4957 
"Wchs, Inc.",NON-DETOX,1021 West La Cadena,RIVERSIDE,Riverside County,CA,92501,0,34.00418624,-117.3504581,Co-Ed,(951) 784-8010 
"J. Herndons, Llc",NON,69730 Hwy 111,RANCHO MIRAGE,Riverside County,CA,92270,0,33.77281502,-116.4473753,Co-Ed,(760) 778-6120 
Intervention911,NON,1900 East Tahquitz Canyon Way,PALM SPRINGS,Riverside County,CA,92262,0,33.82322276,-116.5255196,Co-Ed,(323) 401-3660 
Intervention911,RES-DETOX,1990 E Calle Felicia,PALM SPRINGS,Riverside County,CA,92262,6,33.821892,-116.52552,Co-Ed,(866) 888-4911 
"Malibu Behavioral Health Services, Inc.",RES-DETOX,7057 Gaskin Place,RIVERSIDE,Riverside County,CA,92506,6,33.92019977,-117.3396614,Co-Ed,(951) 776-5056 
Intervention911,RES-DETOX,501 N. Cantera Circle,PALM SPRINGS,Riverside County,CA,92262,6,33.83065641,-116.5227568,Co-Ed,(323) 401-3660 
"Executive Recovery Group, Inc.",RES-DETOX,35450 Pegasus Court,PALM DESERT,Riverside County,CA,92211,6,33.79206059,-116.3454457,Co-Ed,(760) 200-3839 
"The Kiloby Center For Recovery, Inc.",NON,71-777 San Jacinto Drive,RANCHO MIRAGE,Riverside County,CA,92270,0,33.74596485,-116.4144489,Co-Ed,(442) 666-8526 
"Executive Recovery Group, Inc.",NON,77725 Enfield Lane,PALM DESERT,Riverside County,CA,92211,0,33.76052229,-116.309044,Co-Ed,(760) 409-1287 
"Executive Recovery Group, Inc.",RES-DETOX,35450 Pegasus Court,PALM DESERT,Riverside County,CA,92211,6,33.79206059,-116.3454457,Co-Ed,(760) 409-1287 
"Executive Recovery Group, Inc.",RES-DETOX,35450 Pegasus Court,PALM DESERT,Riverside County,CA,92211,6,33.79206059,-116.3454457,Co-Ed,(760) 409-1287 
California Addiction Treatment Center Llc,NON,70-115 Highway 111,RANCHO MIRAGE,Riverside County,CA,92270,0,33.77526229,-116.4499556,Co-Ed,(760) 776-0630 
"Rancho Milagro Recovery, Inc.",RES-DETOX,31985 Honeysuckle Circle,WINCHESTER,Riverside County,CA,92596,6,33.596397,-117.101394,Co-Ed,(951) 384-2672 
California Addiction Treatment Center Llc,RES-DETOX,15986 S. Highland Springs Avenue,BANNING,Riverside County,CA,92220,16,33.886782,-116.926236,Co-Ed,(951) 267-9925 
"Rancho Milagro Recovery, Inc.",RES-DETOX,37235 Painted Pony,TEMECULA,Riverside County,CA,92592,10,33.584391,-116.9568,Co-Ed,(951) 852-7674 
"Palm Desert Recovery Center, Inc.",NON,74350 Alessandro Drive,PALM DESERT,Riverside County,CA,92260-3701,0,33.72206957,-116.3676932,Co-Ed,(760) 550-0613 
"Sbt Health, Inc.",NON, 25819 Jefferson Avenue,MURRIETA,Riverside County,CA,92562,0,33.540471,-117.1920195,Co-Ed,(877) 309-4311 
"Sbt Health, Inc.",RES-DETOX,41017 Arron Court,MURRIETA,Riverside County,CA,92562,6,33.58723076,-117.2281708,Co-Ed,(877) 309-4311 
"Sbt Health, Inc.",RES-DETOX,34655 Almond Street,WILDOMAR,Riverside County,CA,92595,6,33.617511,-117.279886,Co-Ed,(877) 309-4311 
"Sbt Health, Inc.",RES-DETOX,22783 Montanya Place,MURRIETA,Riverside County,CA,92562,6,33.57088891,-117.2637671,Co-Ed,(877) 309-4311 
"Sbt Health, Inc.",RES-DETOX,30780 Olympia Rose Drive,MURRIETA,Riverside County,CA,92563,6,33.608466,-117.122418,Co-Ed,(877) 309-4311 
"Sbt Health, Inc.",RES-DETOX,34946 Manu Circle,WINCHESTER,Riverside County,CA,92596,6,33.61331782,-117.1070816,Dual Diagnosis,(877) 309-4311 
Hazelden Betty Ford Foundation,NON,39000 Bob Hope Drive,RANCHO MIRAGE,Riverside County,CA,92270,0,33.76463255,-116.4080669,Families,(844) 495-5095 
"Natural Rest House, Inc.",RES-DETOX,79100 Ocotillo Drive,LA QUINTA,Riverside County,CA,92270,6,33.72407853,-116.2846049,Dual Diagnosis,(442) 666-8526 X2
"Inland Detox, Inc.",RES-DETOX,35200 Linda Rosea Road,TEMECULA,Riverside County,CA,92592,6,33.507783,-117.0475965,Co-Ed,(951) 303-2955 
Everlast Recovery Centers Inc.,RES-DETOX,19192 Turrell Way,RIVERSIDE,Riverside County,CA,92508,6,33.906708,-117.328977,Dual Diagnosis,(951) 565-8474 
The Rose Of Sharon 7,RES-DETOX,23931 Warren Road,SAN JACINTO,Riverside County,CA,92582,6,33.773922,-117.037656,Women Only,(760) 618-1286 
Immanuel Sobriety Inc.,RES,13921 Courage Street,MORENO VALLEY,Riverside County,CA,92553,6,33.918471,-117.2655315,Co-Ed,(951) 474-9214 
Everlast Recovery Centers Inc.,RES-DETOX,6560 Sandy Lane,RIVERSIDE,Riverside County,CA,92505,6,33.94785024,-117.4942788,Co-Ed,(951) 406-1551 
Immanuel Sobriety Inc.,RES,13941 Courage Street,MORENO VALLEY,Riverside County,CA,92553,6,33.91845965,-117.2651146,Men Only,(951) 775-3879 
Immanuel Sobriety Inc.,NON,12125 Day Street,MORENO VALLEY,Riverside County,CA,92557,0,33.94449776,-117.2790003,Co-Ed,(951) 653-3000 
Immanuel Sobriety Inc.,RES,23265 Park Valley Drive,MORENO VALLEY,Riverside County,CA,92553,6,33.936948,-117.2567295,Men Only,(951) 463-7342 
Immanuel Sobriety Inc.,RES-DETOX,20170 Winton Street,CORONA,Riverside County,CA,92881,12,33.826379,-117.5354809,Co-Ed,(951) 653-3000 
Caring Hands Recovery Llc,RES-DETOX,1604 Rivendel Drive,CORONA,Riverside County,CA,92883,6,33.81277472,-117.5449256,Co-Ed,(951) 496-3535 
Community Center For Healthy Minds (Cchm),NON,13800 Heacock Street,MORENO VALLEY,Riverside County,CA,92553,0,33.91971074,-117.2437177,Co-Ed,(951) 656-6969 
"Banyan Palm Springs, Llc",NON,73771 Dinah Shore Drive,PALM DESERT,Riverside County,CA,92211,0,33.79580474,-116.3765514,Co-Ed,(760) 616-5800 
Sbr Recovery. Llc,NON,44-775 Deep Canyon Road,PALM DESERT,Riverside County,CA,92260,0,33.72400366,-116.3649856,Women Only,(858) 345-7422 
"417 Desert Cities, Llc",NON,73-271 Fred Waring Drive,PALM DESERT,Riverside County,CA,92260,0,33.728922,-116.3797521,Youth/Adolescent,(760) 565-2998 
"Banyan Palm Springs, Llc",RES-DETOX,67580 Jones Road,CATHEDRAL CITY,Riverside County,CA,92234,42,33.791166,-116.482923,Co-Ed,(760) 616-5800 
"Daylight Recovery Services, Llc",RES-DETOX,4550 Edgewater Circle,CORONA,Riverside County,CA,92883,6,33.80679946,-117.5374821,Co-Ed,(951) 226-0210 
"Providence Recovery Centers, Inc.",RES,11165 Bonnie View Avenue,MORENO VALLEY,Riverside County,CA,92555,6,33.95860427,-117.1714859,Women Only,(951) 221-1805 
Shahida K Syed Enterprises Llc,RES-DETOX,19660 Arcadia Street,CORONA,Riverside County,CA,92881,6,33.83490569,-117.5194079,Co-Ed,(909) 367-6818 
"Daylight Recovery Services, Llc",NON,518 Queensland Circle,CORONA,Riverside County,CA,92879,0,33.883893,-117.5588235,Co-Ed,(909) 643-9578 
Shahida K Syed Enterprises Llc,RES-DETOX,7460 Summit Street,RIVERSIDE,Riverside County,CA,92504,6,33.91309461,-117.386067,Co-Ed,(909) 367-6818 
Inland  Behavioral Healthcare Center (Ibh Center) Llc,NON,11810 Pierce Street,RIVERSIDE,Riverside County,CA,92505,0,33.899967,-117.4928175,Co-Ed,(951) 354-1659 
Desert Aids Project,NON,1445 N. Sunrise Way,PALM SPRINGS,Riverside County,CA,92262-3701,0,33.842484,-116.528197,Co-Ed,(760) 323-2118 
Midas Recovery Llc,RES-DETOX,252 Lauren Court,LAKE ELSINORE,Riverside County,CA,92530,6,33.688989,-117.376821,Co-Ed,(951) 245-9199 
Affinity Group Llc,RES-DETOX,13340 Mountain View Road,DESERT HOT SPRINGS,Riverside County,CA,92240,26,33.951654,-116.4750245,Co-Ed,(855) 698-7114 
"Resurgence California, Llc",RES-DETOX,158 Marion Blvd,FULLERTON,Orange County,CA,92835,6,33.889446,-117.9203715,Co-Ed,(949) 973-2630 
"Associated Rehabilitation Program For Women, Inc.",RES,6348 Appian Way,CARMICHAEL,Sacramento County,CA,95608-0724,11,38.663154,-121.3161345,Women Only,(916) 966-5102 
"Counseling Center Of Santa Monica, A Psychological Corporation",RES-DETOX,3611 Lake Crest Dr.,LAKE ELSINORE,Riverside County,CA,92530,6,33.6768012,-117.3811911,Co-Ed,
"Associated Rehabilitation Program For Women, Inc.",RES-DETOX,8400 Fair Oaks Boulevard,CARMICHAEL,Sacramento County,CA,95608-2502,23,38.636037,-121.306473,Women Only,(916) 944-3920 
"River City Recovery Center, Inc.",RES,2218 E Street,SACRAMENTO,Sacramento County,CA,95816,24,38.581047,-121.4742285,Women Only,(916) 442-4519 
"Bella Nirvana Center, Inc.",RES-DETOX,1103 Sibley Street,FOLSOM,Sacramento County,CA,95630,30,38.665476,-121.172508,Co-Ed,(916) 222-2181 
Cornerstone Family Counseling And Behavioral Health Group Inc.,NON,4085 Brockston Ave,RIVERSIDE,Riverside County,CA,92501,0,33.98169043,-117.3808341,Co-Ed,(951) 300-8124 
Sobriety Brings A Change,NON,4600 47Th Avenue ,SACRAMENTO,Sacramento County,CA,95824-3923,0,38.509821,-121.45194,Youth/Adolescent,(916) 454-4242 
Wellspace Health,RES-DETOX,1550 Juliesse Avenue,SACRAMENTO,Sacramento County,CA,95815-1803,48,38.619666,-121.432077,Co-Ed,(916) 921-6598 X8434
Freedom Through Education ,NON,3281 35Th Avenue,SACRAMENTO,Sacramento County,CA,95824,0,38.521026,-121.471263,Co-Ed,(916) 701-5113 
Wellspace Health,NON,4343 Williamsbourgh Drive,SACRAMENTO,Sacramento County,CA,95823,0,38.498202,-121.457682,Co-Ed,(916) 395-3552 
Wellspace Health,NON,1820 J Street,SACRAMENTO,Sacramento County,CA,95811-3010,0,38.57688,-121.4816625,Co-Ed,(916) 325-5556 
"River City Recovery Center, Inc.",RES,12490 Alta Mesa Road,HERALD,Sacramento County,CA,95638-8409,55,38.300265,-121.229739,Men Only,(209) 748-2470 
"Volunteers Of America Northern California And Northern Nevada, Inc.",RES-DETOX,1001 Grand Avenue,SACRAMENTO,Sacramento County,CA,95838-3512,26,38.637036,-121.443399,Women/Children,(916) 929-1951 
"Cs Ii, Llc",RES-DETOX,8946 Madison Avenue,FAIR OAKS,Sacramento County,CA,95628,6,38.663577,-121.2220665,Co-Ed,(916) 438-9569 
"Cs Ii, Llc",NON,8950 Cal Center Drive ,SACRAMENTO,Sacramento County,CA,95826,0,38.555712,-121.3746075,Co-Ed,(916) 273-4537 
D & A Detox Center,RES,10157 La Alegria Drive,RANCHO CORDOVA,Sacramento County,CA,95670-3109,10,38.58705,-121.317687,Men Only,(916) 361-2833 
D & A Detox Center,RES-DETOX,2721 Barbera Way,RANCHO CORDOVA,Sacramento County,CA,95670-4804,10,38.594574,-121.293828,Co-Ed,(916) 364-7660 
Wellspace Health,NON,4441 Auburn Boulevard,SACRAMENTO,Sacramento County,CA,95814,0,38.647836,-121.361418,Co-Ed,(916) 473-5764 
"Another Choice, Another Chance",NON,7000 Franklin Boulevard,SACRAMENTO,Sacramento County,CA,95823,0,38.499408,-121.4627715,Co-Ed,(916) 388-9418 
Cdt Service Corporation,RES-DETOX,6038 Roloff Way,ORANGEVALE,Sacramento County,CA,95662-4544,22,38.676564,-121.2320655,Co-Ed,(916) 989-1675 
Cdt Service Corporation,RES-DETOX,8780  Sherry Drive,ORANGEVALE,Sacramento County,CA,95662-4534,11,38.67615,-121.230981,Co-Ed,(916) 989-1675 
Cdt Service Corporation,NON,9960 Business Park Drive,SACRAMENTO,Sacramento County,CA,95827-1733,0,38.57346,-121.3276635,Co-Ed,(916) 363-2732 
Cdt Service Corporation,RES-DETOX,8078 Orange Avenue,FAIR OAKS,Sacramento County,CA,95628,6,38.647449,-121.265478,Co-Ed,(916) 671-3937 
Cdt Service Corporation,NON,6371 Auburn Blvd,CITRUS HEIGHTS,Sacramento County,CA,95621,0,38.682801,-121.315653,Co-Ed,(916) 723-1319 
"The Camp Recovery Center, Llc",NON,2641 Cottage Way,SACRAMENTO,Sacramento County,CA,95825,0,38.603853,-121.4002755,Co-Ed,(916) 338-0400 
"Center Point, Inc.",RES,11228 Fair Oaks Boulevard,FAIR OAKS,Sacramento County,CA,95628-5139,31,38.655927,-121.263507,Co-Ed,(916) 962-2800 
"Vietnam Veterans Of California, Inc.",RES,7270 East Southgate Drive,SACRAMENTO,Sacramento County,CA,95823-2621,22,38.493513,-121.4383815,Co-Ed,(916) 393-8387 
Bridges Professional Treatment Services,NON,3600 Power Inn Road,SACRAMENTO,Sacramento County,CA,95826-3826,0,38.541708,-121.4095725,Co-Ed,(916) 450-0700 
"Treatment Associates, Inc.",NON-DETOX,7225 East Southgate Drive,SACRAMENTO,Sacramento County,CA,95823-2651,0,38.49489,-121.435704,Co-Ed,(916) 912-4119 
"Towns Health Services, Inc.",NON,750 Spaans Drive,GALT,Sacramento County,CA,95632-8609,0,38.265354,-121.302423,Co-Ed,(916) 612-2452 
"Clean & Sober Recovery Services, Inc.",RES-DETOX,5820 Chestnut Avenue,ORANGEVALE,Sacramento County,CA,95662-4807,24,38.671308,-121.2110955,Co-Ed,(916) 990-0190 
"Sacramento Recovery House, Inc.",RES,1914 22Nd Street,SACRAMENTO,Sacramento County,CA,95816-7109,17,38.565666,-121.482,Men Only,(916) 455-6258 
"Bhc Sierra Vista Hospital, Inc.",NON,8009 Bruceville Road ,SACRAMENTO,Sacramento County,CA,95823-2332,0,38.46408026,-121.4175171,Co-Ed,(916) 288-0300 
"Sacramento Recovery House, Inc.",RES,4049 Miller Way,SACRAMENTO,Sacramento County,CA,95817-1332,18,38.556639,-121.4604765,Women Only,(916) 451-9312 
"Towns Health Services, Inc.",RES,12370 Clay Station Road,HERALD,Sacramento County,CA,95638,6,38.308347,-121.1794065,Co-Ed,(209) 744-9909 
"Sacramento Native American Health Center, Inc.",NON,2020 J Street,SACRAMENTO,Sacramento County,CA,95814-3120,0,38.576331,-121.4791155,Co-Ed,(916) 341-0575 
"Cedar Point Recovery, Llc",NON,8950 Cal Center Drive,SACRAMENTO,Sacramento County,CA,95826,0,38.555712,-121.3746075,Co-Ed,(844) 253-4837 
"Akua Behavioral Health, Inc.",RES-DETOX,10087 Terra Loma Drive,RANCHO CORDOVA,Sacramento County,CA,95670,20,38.584026,-121.3177455,Co-Ed,(916) 368-7074 
"Psychnp Consultants, Inc.",RES-DETOX,8624 Diamond Oak Way,ELK GROVE,Sacramento County,CA,95624,24,38.414601,-121.3864065,Co-Ed,(916) 896-1495 
Veritas Counseling Cdiop,NON,3137 Dwight Road,ELK GROVE,Sacramento County,CA,95758-6472,0,38.426508,-121.461408,Co-Ed,(916) 801-3315 
"Akua Behavioral Health, Inc.",RES-DETOX,8086 Orange Avenue,FAIR OAKS,Sacramento County,CA,95628,35,38.64735,-121.2650595,Co-Ed,(916) 534-7226 
"Tlcs, Inc.",NON,650 Howe Avenue,SACRAMENTO,Sacramento County,CA,95825,0,38.577276,-121.414599,Co-Ed,(916) 441-0123 
"Tlcs, Inc.",NON,3737 Marconi Avenue,SACRAMENTO,Sacramento County,CA,95821,0,38.618109,-121.3764615,Co-Ed,(916) 480-1801 
Yellow Wood Recovery Inc.,RES-DETOX,12646 Thornberg Way,RANCHO CORDOVA,Sacramento County,CA,95742,12,38.568411,-121.197744,Co-Ed,(916) 238-6070 
Serenity Recovery Solutions,RES-DETOX,130 Prospector Court,FOLSOM,Sacramento County,CA,95630,6,38.682234,-121.194279,Dual Diagnosis,(707) 631-5782 
Sierra Health And Wellness Centers Llc,NON,7996 Old Winding Way,FAIR OAKS,Sacramento County,CA,95628,0,38.644623,-121.2685875,Dual Diagnosis,(530) 854-4119 
Caroline Bentley,NON,8788 Elk Grove Blvd. ,ELK GROVE,Sacramento County,CA,95624,0,38.408382,-121.377069,Dual Diagnosis,(747) 777-0623 
Saint John'S Program For Real Change,RES-DETOX,8395 Jackson Road,SACRAMENTO,Sacramento County,CA,95826,49,38.546001,-121.3947675,Co-Ed,(916) 453-1482 
Sierra Health And Wellness Centers Llc,RES-DETOX,10396 Spiva Road,SACRAMENTO,Sacramento County,CA,95829,12,38.468889,-121.3025805,Dual Diagnosis,(530) 854-4119 
San Benito County Behavioral Health  ,NON,1131 Community Parkway ,HOLLISTER,San Benito County,CA,95203,0,36.87231279,-121.3996082,Co-Ed,(831) 636-4020 
"Bright Future Recovery, Inc.",DSS,1345 San Benito Street,HOLLISTER,San Benito County,CA,95023,0,36.84104055,-121.4023872,Youth/Adolescent,(831) 245-7736 
Sun Street Centers,RES-DETOX,335 6Th Street,HOLLISTER,San Benito County,CA,95023,14,36.8503935,-121.4028805,Women/Children,(831) 265-7317 
"Bright Future Recovery, Inc.",RES-DETOX,1000 Fairview Road,HOLLISTER,San Benito County,CA,95023,12,36.83030392,-121.3636138,Co-Ed,(831) 638-9925 
Inland Valley Drug And Alcohol Recovery Services,NON,939 N. D Street,SAN BERNARDINO,San Bernardino County,CA,92410,0,34.11652332,-117.2918681,Co-Ed,(909) 889-6519 
Inland Valley Drug And Alcohol Recovery Services,NON,934 North Mountain Avenue,UPLAND,San Bernardino County,CA,91786,0,34.105581,-117.668313,Co-Ed,(909) 949-4667 
